   8876       2       -2.083333333E-02    
   8882       2       -4.166666667E-02    
   8883       2       -4.166666667E-02    
   8884       2       -4.166666667E-02    
   8885       2       -4.166666667E-02    
   8886       2       -4.166666667E-02    
   8887       2       -4.166666667E-02    
   8918       2       -4.166666667E-02    
   8919       2       -4.166666667E-02    
   8920       2       -4.166666667E-02    
   8921       2       -4.166666667E-02    
   8922       2       -4.166666667E-02    
   8923       2       -4.166666667E-02    
   8954       2       -4.166666667E-02    
   8955       2       -4.166666667E-02    
   8956       2       -4.166666667E-02    
   8957       2       -4.166666667E-02    
   8958       2       -4.166666667E-02    
   8959       2       -4.166666667E-02    
   8990       2       -2.083333333E-02    
   8991       2       -4.166666667E-02    
   8992       2       -4.166666667E-02    
   8993       2       -4.166666667E-02    
   8994       2       -4.166666667E-02    
   8995       2       -4.166666667E-02    
