      1       1    
     14       1    
     20       1    
     21       1    
     22       1    
     23       1    
     24       1    
     56       1    
     56       2    
     62       1    
     63       1    
     64       1    
     65       1    
     66       1    
     98       1    
    104       1    
    105       1    
    106       1    
    107       1    
    108       1    
    140       1    
    146       1    
    147       1    
    148       1    
    149       1    
    150       1    
