         0.0000000000E+00         0.0000000000E+00
         5.0000000000E-02         0.0000000000E+00
         8.3333333333E-03         0.0000000000E+00
         1.6666666667E-02         0.0000000000E+00
         2.5000000000E-02         0.0000000000E+00
         3.3333333333E-02         0.0000000000E+00
         4.1666666667E-02         0.0000000000E+00
         5.0000000000E-02         5.0000000000E-02
         5.0000000000E-02         8.3333333333E-03
         5.0000000000E-02         1.6666666667E-02
         5.0000000000E-02         2.5000000000E-02
         5.0000000000E-02         3.3333333333E-02
         5.0000000000E-02         4.1666666667E-02
         0.0000000000E+00         5.0000000000E-02
         4.1666666667E-02         5.0000000000E-02
         3.3333333333E-02         5.0000000000E-02
         2.5000000000E-02         5.0000000000E-02
         1.6666666667E-02         5.0000000000E-02
         8.3333333333E-03         5.0000000000E-02
         0.0000000000E+00         4.1666666667E-02
         0.0000000000E+00         3.3333333333E-02
         0.0000000000E+00         2.5000000000E-02
         0.0000000000E+00         1.6666666667E-02
         0.0000000000E+00         8.3333333333E-03
         8.3333333333E-03         8.3333333333E-03
         8.3333333333E-03         1.6666666667E-02
         8.3333333333E-03         2.5000000000E-02
         8.3333333333E-03         3.3333333333E-02
         8.3333333333E-03         4.1666666667E-02
         1.6666666667E-02         8.3333333333E-03
         1.6666666667E-02         1.6666666667E-02
         1.6666666667E-02         2.5000000000E-02
         1.6666666667E-02         3.3333333333E-02
         1.6666666667E-02         4.1666666667E-02
         2.5000000000E-02         8.3333333333E-03
         2.5000000000E-02         1.6666666667E-02
         2.5000000000E-02         2.5000000000E-02
         2.5000000000E-02         3.3333333333E-02
         2.5000000000E-02         4.1666666667E-02
         3.3333333333E-02         8.3333333333E-03
         3.3333333333E-02         1.6666666667E-02
         3.3333333333E-02         2.5000000000E-02
         3.3333333333E-02         3.3333333333E-02
         3.3333333333E-02         4.1666666667E-02
         4.1666666667E-02         8.3333333333E-03
         4.1666666667E-02         1.6666666667E-02
         4.1666666667E-02         2.5000000000E-02
         4.1666666667E-02         3.3333333333E-02
         4.1666666667E-02         4.1666666667E-02
