 201538              2                0.00050    
 201539              2                0.00100    
 201540              2                0.00100    
 201541              2                0.00100    
 201542              2                0.00100    
 201543              2                0.00100    
 201544              2                0.00100    
 201545              2                0.00100    
 201546              2                0.00100    
 201547              2                0.00100    
 201548              2                0.00100    
 201549              2                0.00100    
 201550              2                0.00100    
 201551              2                0.00100    
 201552              2                0.00100    
 201553              2                0.00100    
 201554              2                0.00100    
 201555              2                0.00100    
 201556              2                0.00100    
 201557              2                0.00100    
 201558              2                0.00100    
 201559              2                0.00100    
 201560              2                0.00100    
 201561              2                0.00100    
 201562              2                0.00100    
 201563              2                0.00100    
 202214              2                0.00100    
 204788              2                0.00100    
 204789              2                0.00100    
 204790              2                0.00100    
 204791              2                0.00100    
 204792              2                0.00100    
 204793              2                0.00100    
 204794              2                0.00100    
 204795              2                0.00100    
 204796              2                0.00100    
 204797              2                0.00100    
 204798              2                0.00100    
 204799              2                0.00100    
 204800              2                0.00100    
 204801              2                0.00100    
 204802              2                0.00100    
 204803              2                0.00100    
 204804              2                0.00100    
 204805              2                0.00100    
 204806              2                0.00100    
 204807              2                0.00100    
 204808              2                0.00100    
 204809              2                0.00100    
 204810              2                0.00100    
 204811              2                0.00100    
 405598              2                0.00100    
 405599              2                0.00100    
 405600              2                0.00100    
 405601              2                0.00100    
 405602              2                0.00100    
 405603              2                0.00100    
 405604              2                0.00100    
 405605              2                0.00100    
 405606              2                0.00100    
 405607              2                0.00100    
 405608              2                0.00100    
 405609              2                0.00100    
 405610              2                0.00100    
 405611              2                0.00100    
 405612              2                0.00100    
 405613              2                0.00100    
 405614              2                0.00100    
 405615              2                0.00100    
 405616              2                0.00100    
 405617              2                0.00100    
 405618              2                0.00100    
 405619              2                0.00100    
 405620              2                0.00100    
 405621              2                0.00100    
 405622              2                0.00100    
 406273              2                0.00050    
 408822              2                0.00100    
 408823              2                0.00100    
 408824              2                0.00100    
 408825              2                0.00100    
 408826              2                0.00100    
 408827              2                0.00100    
 408828              2                0.00100    
 408829              2                0.00100    
 408830              2                0.00100    
 408831              2                0.00100    
 408832              2                0.00100    
 408833              2                0.00100    
 408834              2                0.00100    
 408835              2                0.00100    
 408836              2                0.00100    
 408837              2                0.00100    
 408838              2                0.00100    
 408839              2                0.00100    
 408840              2                0.00100    
 408841              2                0.00100    
 408842              2                0.00100    
 408843              2                0.00100    
 408844              2                0.00100    
 408845              2                0.00100    
