  76804              2                0.00100    
  76805              2                0.00100    
  76806              2                0.00100    
  76807              2                0.00100    
  76808              2                0.00100    
  76809              2                0.00100    
  76810              2                0.00100    
  76811              2                0.00100    
  76812              2                0.00100    
  76813              2                0.00100    
  76814              2                0.00100    
  76887              2                0.00050    
  76898              2                0.00100    
  76899              2                0.00100    
  76900              2                0.00100    
  76901              2                0.00100    
  76902              2                0.00100    
  76903              2                0.00100    
  76904              2                0.00100    
  76905              2                0.00100    
  76906              2                0.00100    
  76907              2                0.00100    
  77401              2                0.00100    
  77421              2                0.00100    
  77422              2                0.00100    
  77423              2                0.00100    
  77424              2                0.00100    
  77723              2                0.00100    
  77740              2                0.00100    
  77741              2                0.00100    
  77742              2                0.00100    
  77743              2                0.00100    
  78071              2                0.00100    
  78072              2                0.00100    
  78073              2                0.00100    
  78074              2                0.00100    
  78075              2                0.00100    
  78076              2                0.00100    
  78077              2                0.00100    
  78078              2                0.00100    
  78079              2                0.00100    
  78080              2                0.00100    
  78081              2                0.00100    
  78082              2                0.00100    
  78083              2                0.00100    
  78084              2                0.00100    
  78085              2                0.00100    
  78086              2                0.00100    
  78087              2                0.00100    
  78088              2                0.00100    
  78089              2                0.00100    
 153624              2                0.00050    
 153625              2                0.00100    
 153626              2                0.00100    
 153627              2                0.00100    
 153628              2                0.00100    
 153629              2                0.00100    
 153630              2                0.00100    
 153631              2                0.00100    
 153632              2                0.00100    
 153633              2                0.00100    
 153634              2                0.00100    
 153707              2                0.00100    
 153708              2                0.00100    
 153709              2                0.00100    
 153710              2                0.00100    
 153711              2                0.00100    
 153712              2                0.00100    
 153713              2                0.00100    
 153714              2                0.00100    
 153715              2                0.00100    
 153716              2                0.00100    
 154200              2                0.00100    
 154220              2                0.00100    
 154221              2                0.00100    
 154222              2                0.00100    
 154223              2                0.00100    
 154517              2                0.00100    
 154533              2                0.00100    
 154534              2                0.00100    
 154535              2                0.00100    
 154536              2                0.00100    
 154841              2                0.00100    
 154842              2                0.00100    
 154843              2                0.00100    
 154844              2                0.00100    
 154845              2                0.00100    
 154846              2                0.00100    
 154847              2                0.00100    
 154848              2                0.00100    
 154849              2                0.00100    
 154850              2                0.00100    
 154851              2                0.00100    
 154852              2                0.00100    
 154853              2                0.00100    
 154854              2                0.00100    
 154855              2                0.00100    
 154856              2                0.00100    
 154857              2                0.00100    
 154858              2                0.00100    
 154859              2                0.00100    
