         0.4000000000E-01         0.2500000000E-01
         0.2500000000E-01         0.4000000000E-01
         0.3991782843E-01         0.2656792695E-01
         0.3967221401E-01         0.2811867536E-01
         0.3926584774E-01         0.2963525492E-01
         0.3870318186E-01         0.3110104965E-01
         0.3799038106E-01         0.3250000000E-01
         0.3713525491E-01         0.3381677879E-01
         0.3614717238E-01         0.3503695910E-01
         0.3503695909E-01         0.3614717239E-01
         0.3381677878E-01         0.3713525492E-01
         0.3249999999E-01         0.3799038106E-01
         0.3110104964E-01         0.3870318187E-01
         0.2963525491E-01         0.3926584775E-01
         0.2811867535E-01         0.3967221401E-01
         0.2656792694E-01         0.3991782843E-01
         0.1000000000E-01         0.2500000000E-01
         0.2343207305E-01         0.3991782843E-01
         0.2188132464E-01         0.3967221401E-01
         0.2036474508E-01         0.3926584774E-01
         0.1889895035E-01         0.3870318186E-01
         0.1750000000E-01         0.3799038106E-01
         0.1618322121E-01         0.3713525491E-01
         0.1496304090E-01         0.3614717238E-01
         0.1385282761E-01         0.3503695909E-01
         0.1286474508E-01         0.3381677878E-01
         0.1200961894E-01         0.3249999999E-01
         0.1129681813E-01         0.3110104964E-01
         0.1073415225E-01         0.2963525491E-01
         0.1032778599E-01         0.2811867535E-01
         0.1008217157E-01         0.2656792694E-01
         0.2500000000E-01         0.1000000000E-01
         0.1008217157E-01         0.2343207305E-01
         0.1032778599E-01         0.2188132464E-01
         0.1073415226E-01         0.2036474508E-01
         0.1129681814E-01         0.1889895035E-01
         0.1200961894E-01         0.1750000000E-01
         0.1286474509E-01         0.1618322121E-01
         0.1385282762E-01         0.1496304090E-01
         0.1496304091E-01         0.1385282761E-01
         0.1618322122E-01         0.1286474508E-01
         0.1750000001E-01         0.1200961894E-01
         0.1889895036E-01         0.1129681813E-01
         0.2036474509E-01         0.1073415225E-01
         0.2188132465E-01         0.1032778599E-01
         0.2343207306E-01         0.1008217157E-01
         0.2656792695E-01         0.1008217157E-01
         0.2811867536E-01         0.1032778599E-01
         0.2963525492E-01         0.1073415226E-01
         0.3110104965E-01         0.1129681814E-01
         0.3250000000E-01         0.1200961894E-01
         0.3381677879E-01         0.1286474509E-01
         0.3503695910E-01         0.1385282762E-01
         0.3614717239E-01         0.1496304091E-01
         0.3713525492E-01         0.1618322122E-01
         0.3799038106E-01         0.1750000001E-01
         0.3870318187E-01         0.1889895036E-01
         0.3926584775E-01         0.2036474509E-01
         0.3967221401E-01         0.2188132465E-01
         0.3991782843E-01         0.2343207306E-01
         0.3648133567E-01         0.2427445986E-01
         0.3576290998E-01         0.2429653529E-01
         0.3622043813E-01         0.2312847178E-01
         0.3534058540E-01         0.2365510616E-01
         0.1906865641E-01         0.2992957477E-01
         0.1810653140E-01         0.2984637130E-01
         0.2376836427E-01         0.2411230766E-01
         0.2574945229E-01         0.1585137879E-01
         0.2852757530E-01         0.2939191748E-01
         0.2205383186E-01         0.3368355203E-01
         0.2515192381E-01         0.2448545355E-01
         0.2588014693E-01         0.2309458343E-01
         0.2649856143E-01         0.2155301210E-01
         0.1616289189E-01         0.2218016972E-01
         0.3486655948E-01         0.2284511465E-01
         0.3415493059E-01         0.3200721656E-01
         0.2145977565E-01         0.3505502727E-01
         0.1667895698E-01         0.1803829200E-01
         0.2458225136E-01         0.1514659825E-01
         0.3626803211E-01         0.2550661318E-01
         0.3099626679E-01         0.1547710810E-01
         0.2449184508E-01         0.2587725541E-01
         0.2254120802E-01         0.2355547464E-01
         0.2454592975E-01         0.2263790037E-01
         0.2584042796E-01         0.2602830910E-01
         0.2333253211E-01         0.2210131287E-01
         0.2520056116E-01         0.2121639309E-01
         0.2841011672E-01         0.1997807682E-01
         0.2831472268E-01         0.2781310372E-01
         0.2660297993E-01         0.2837959929E-01
         0.2466368188E-01         0.2882553987E-01
         0.2031861445E-01         0.2655413819E-01
         0.3025732964E-01         0.2281537689E-01
         0.2993661906E-01         0.2435735544E-01
         0.2991782373E-01         0.2592850017E-01
         0.3017222060E-01         0.2893368358E-01
         0.3024847567E-01         0.3049691095E-01
         0.2687950856E-01         0.2990489162E-01
         0.2521594907E-01         0.3033195464E-01
         0.2370550489E-01         0.3083679190E-01
         0.1853054717E-01         0.2701025603E-01
         0.1911811107E-01         0.2506599430E-01
         0.1938243762E-01         0.2298578537E-01
         0.1815326891E-01         0.2209351811E-01
         0.1907967265E-01         0.2100034458E-01
         0.2151667960E-01         0.1984738421E-01
